ImpactID,DisNo,Classification_Key,LocationID,ISO,Start_Year,Total_Damage(USD),Total_Damage_Adj(USD)
c39f93ba75266783cbb35beb189abab6,2005-0591-CAN,nat-hyd-flo-riv,3af865903825e0202a3d8dc22700f4f2,CAN,2005,,
1f2ebcb787151e13498dad6b873d3990,2005-0682-USA,nat-met-sto-bli,efe63079da3a1c2de89e298a4f6d48c5,USA,2005,,
67aa275921206de697c40dee5dfe042f,2005-0687-USA,nat-met-ext-hea,acad1824d5001e388997e5ed6145ff43,USA,2005,,
b71e5ceaa74478a42697b046ed419f63,2005-0716-USA,nat-hyd-flo-riv,2a9524874555d4c4439add6fe6dc2aaa,USA,2005,245000.0,382259.0
f1d1fd838d7d51c5e7c22cb31a134ec8,2005-0724-USA,nat-cli-wil-for,21a11199fb0b908a3b228c1f8c1f6d95,USA,2005,100000.0,156024.0
59796251f79c37c8c70f44a373527b6c,2005-0728-CAN,nat-hyd-flo-riv,76448680b8eea9f33e4e851e4e791714,CAN,2005,357000.0,557005.0
6b3811396ebc251cd6ba3ff03b8087ab,2006-0128-USA,nat-met-sto-tor,413d0bc466a4675af7991a2c59e0c87e,USA,2006,1200000.0,1813776.0
42649e0a153ebf81f03ffe0157f27ec3,2006-0161-USA,nat-met-sto-hai,17b5e63af206976a6f8d12434273b664,USA,2006,600000.0,906888.0
6eaa319ec0800ba0e2967ed1adb604f7,2006-0171-USA,nat-met-sto-hai,57fdd16e93b00e1f2693a9df159c01dd,USA,2006,1600000.0,2418368.0
73b6fe362359dd80cb5b5abbb15a7c0c,2006-0180-USA,nat-hyd-flo-riv,3d3f99f24438f294efdb2aa9f5b502a5,USA,2006,259000.0,391473.0
f73a1bef9e6fbf90a23190dc659a0b05,2006-0182-USA,nat-hyd-flo-riv,05e1ce2f247bb6b3a0322522b868f944,USA,2006,12000.0,18138.0
2087e3c13564a30b25d4cbb971a235ed,2006-0203-CAN,nat-hyd-flo-riv,4c82e9cb36654ebf3f1c5bc7ee7068f7,CAN,2006,,
