ImpactID,Total Deaths,No. Injured,No. Affected,No. Homeless,Total Affected,Total_Damage_000_USD,"Total Damage, Adjusted ('000 US$)",CPI
dfafec29982cb24f85fa866566fc421f,16.0,,,,,4800000.0,5651101.0,84.93919812938861
9c0a453ff3e1a8f72046c3d33985c8fc,,,,,,1100000.0,1295044.0,84.93919812938861
fd21bfa2a44c07e7565077b20220b116,33.0,,6500.0,,6500.0,13000000.0,15305066.0,84.93919812938861
9803a6611462ef6169f8c7446c1114ea,4.0,,9400.0,,9400.0,2900000.0,3414207.0,84.93919812938861
c324f2ea5620e0463d8df88bb8f0c934,8.0,,,,,6300000.0,7417070.0,84.93919812938861
9d8415b933407941a46768ed1171b9fc,32.0,,,,,11000000.0,12950440.0,84.93919812938861
aef585fb9e23c2a2e82659d65ce111e6,12.0,,,,,1500000.0,1765969.0,84.93919812938861
57983e24d1994d6d7d339220266ad37c,6.0,,,,,3500000.0,4120595.0,84.93919812938861
172eace24609dcaa5eee6bae077644b0,11.0,,,,,350000.0,412059.0,84.93919812938861
cef5c801ac53f40d001753b6e5f0bb72,4.0,,,,,6800000.0,8005727.0,84.93919812938861
a96a0ba30936591312c73c3db9eb16a3,,,,,,2900000.0,3414207.0,84.93919812938861
f7ef8a2a7cadeb3f10ac38f14e28bcbb,2.0,,,,,1600000.0,1883700.0,84.93919812938861
b267d690ad0e7aff0646996d20e65947,,,,,,1400000.0,1648238.0,84.93919812938861
e6317ea06724864ebb720b7fc9222341,45.0,,,,,4500000.0,5297907.0,84.93919812938861
bd132065d5280e42931b7c9217140a4d,3.0,,,,,675000.0,759028.0,88.92949347720737
dda0821ff1e03c0be976439f5bfe1100,1.0,30.0,,,30.0,120000.0,134938.0,88.92949347720737
f8155b47eb7178b273dafe3d90714339,2.0,,75.0,,75.0,1100000.0,1236935.0,88.92949347720737
aa8ffef38a3e03689bb675eb2e067fca,4.0,,,,,100000.0,112449.0,88.92949347720737
9218a031471a34c7a135706c65be29d2,235.0,10.0,,,10.0,30000000.0,33734590.0,88.92949347720737
09a907061444f92b0d96060608848f95,1.0,1.0,50.0,,51.0,150000.0,168673.0,88.92949347720737
c877f983550254ac098a2817d5d9056d,1.0,,,,,50000.0,56224.0,88.92949347720737
2e36c7b06d9176a32e6b77be61e6d13a,,2.0,90.0,,92.0,500000.0,562243.0,88.92949347720737
a80cb9e285416daa29bb9f722245a145,6.0,,,,,1700000.0,1911627.0,88.92949347720737
00b1f0a87dc80b8c91335a0caff9b0f5,8.0,,,,,1300000.0,1461832.0,88.92949347720737
e695372fdfb0d08327b58036a500f462,3.0,7.0,,,7.0,945000.0,1062640.0,88.92949347720737
fb5df605948637b6511464f4ffeedb4a,13.0,,,,,215000.0,241765.0,88.92949347720737
2e53f568c522407c46c4ad0cb4b31848,,,,,,1500000.0,1686729.0,88.92949347720737
0756ad6b3b07f6448ad529c4a37fd100,,,,,,3100000.0,3485908.0,88.92949347720737
9106a6ef3e25bc1e306ce41ab7a40386,4.0,8.0,,,8.0,1300000.0,1461832.0,88.92949347720737
37ed4b523f598ea87706783386c53fbe,6.0,,250.0,,250.0,1300000.0,1461832.0,88.92949347720737
be61fd599178a80c961c96584551e20c,14.0,20.0,324.0,,344.0,375000.0,421682.0,88.92949347720737
fb3ace671ee8ed75e9e0fbb3a7ff273a,,,636.0,,636.0,950000.0,1068262.0,88.92949347720737
9fa35247b33f9234ac60d170dc0c7414,1.0,2.0,300.0,,302.0,25000.0,28112.0,88.92949347720737
8f55f16b43f6d21ae2be3945aa01586a,,25.0,30.0,123.0,178.0,10000.0,11245.0,88.92949347720737
3295b44b4fc7c22e8985a8bedbbc9538,2.0,,250.0,,250.0,80912.0,90984.0,88.92949347720737
d760b2b5be6f7ec95325e285d5736c3b,815.0,,,,,,,88.92949347720737
6e717dce9167f6f2e112576a3d181a10,1.0,9.0,,,9.0,1200000.0,1349384.0,88.92949347720737
8939844d009869aa1979a5b4fd9e19ce,229.0,,,,,,,88.92949347720737
72a69da3e24d800b4e9cd7d4621d6530,,,,483.0,483.0,325000.0,365458.0,88.92949347720737
947abd4b879b3a4a3d928d759e08bda5,3.0,13.0,36.0,1212.0,1261.0,3000000.0,3373459.0,88.92949347720737
ebf7410d7778036e4ae9c21d5006c3a4,8.0,,,,,50000.0,56224.0,88.92949347720737
03f694c74a4fc2f6227599a48decbe7d,1.0,,,,,1200000.0,1349384.0,88.92949347720737
1dba6ea47d070ed0760b0b98777ca7bd,9.0,,,,,300000.0,337346.0,88.92949347720737
0dabe5262761e1545064610cf6fc7f37,,,55903.0,,55903.0,1500000.0,1686729.0,88.92949347720737
d29aa1fbcdeef76780885a4df1b09f8a,,,86.0,,86.0,550000.0,618467.0,88.92949347720737
5644901bcac7f3aa8f101583ee5cbb1c,7.0,,105.0,,105.0,1300000.0,1461832.0,88.92949347720737
febe12391eed9a0a09d2050e05f51fdc,22.0,,89.0,,89.0,150000.0,168673.0,88.92949347720737
ce05a7b199770f07d5370318ea7ef928,96.0,,14000.0,,14000.0,65000000.0,73091612.0,88.92949347720737
4a1a149fb12f11b3c90e61f2a5b03e97,1.0,,600.0,,600.0,25000.0,28112.0,88.92949347720737
83ce5362ece13e2c88a0e6831a0177e2,,,,,,1300000.0,1461832.0,88.92949347720737
e80fb5a5ad597ff36c007ca625d9fc72,3.0,,,,,225000.0,253009.0,88.92949347720737
238e7c2f35daa052cc23fc59c5650279,,,,,,1000000.0,1124486.0,88.92949347720737
e24dc532ce347b5e962d5ef572852398,,,63.0,315.0,378.0,,,88.92949347720737
a9ea667e6441155213ff5aa5b0f4b91d,4.0,,,,,325000.0,365458.0,88.92949347720737
04ae3aef7796dc8f8f378ec150995038,4.0,,15000.0,,15000.0,2000000.0,2248973.0,88.92949347720737
a942c4bbcb24adf64829b8de3037a088,1.0,,500.0,,500.0,200000.0,224897.0,88.92949347720737
e809a4c261da66505ebe3e622baac051,,,,,,75000.0,84336.0,88.92949347720737
b67e6816dc3b2e2a1a7c463224165e1a,93.0,100.0,,,100.0,5200000.0,5847329.0,88.92949347720737
ecbb44ae916d7d30f5a61925fc91b5db,5.0,,120.0,,120.0,1900000.0,2136524.0,88.92949347720737
7031701304d6fb7f78ec7a177859d99f,2.0,,3273.0,381.0,3654.0,3300000.0,3710805.0,88.92949347720737
75bf8de4f0fca9f13400e40cb25e4a5b,,,,,,9000000.0,10120377.0,88.92949347720737
8e9d1b69ea4a52bd7a8a2690caf713c8,5.0,,,,,525000.0,546611.0,96.04634212554906
f8e28d4a503a23ee9162e6d31c404d7e,10.0,,,,,526000.0,547652.0,96.04634212554906
84bed47d4718f552bc05e953e3f3ba80,8.0,,90.0,,90.0,820000.0,853755.0,96.04634212554906
9772dbd7a127dbd39ebab14a9f8e20fa,,,156.0,108.0,264.0,,,96.04634212554906
d9ab533c20424c369896afa378bd2b08,5.0,50.0,,,50.0,3000000.0,3123492.0,96.04634212554906
8e18e96e20962d7ecad076aa62fe07c8,2.0,,90.0,,90.0,1300000.0,1353513.0,96.04634212554906
1d3471fbb4a60156597055e75f0198f8,3.0,,,,,3200000.0,3331725.0,96.04634212554906
4235272786fe1c3b724f3909817b2178,1.0,28.0,15.0,,43.0,2800000.0,2915259.0,96.04634212554906
fb33a12ff0403b48f272a60d31270f41,2.0,49.0,600.0,,649.0,155000.0,161380.0,96.04634212554906
e67845f0d0969068bb6a6b0f4ff89eb5,,,,,,882000.0,918307.0,96.04634212554906
654321c9784235d24116904d1ec1dc5b,,,,,,,,96.04634212554906
27667daef18f6f31b9388f32ec30c1a6,,,,,,624000.0,649686.0,96.04634212554906
e47f4b2a0649248c39f55f4279fd10f3,,138.0,756.0,,894.0,,,96.04634212554906
0794a4782d047e255c666bb9f7e925a8,3.0,6.0,300.0,,306.0,583000.0,606999.0,96.04634212554906
776f370afd89131262ceed9673d568a1,,,1000.0,,1000.0,,,96.04634212554906
81cf6fb07d8f0981b68a1a552c485697,,,,,,,,96.04634212554906
1177e4673c84b51af8a472bab557cb61,5.0,,,,,1200000.0,1249397.0,96.04634212554906
e1935f4b1151ab88380a1975b91c997a,,,1000.0,,1000.0,36000.0,37482.0,96.04634212554906
a06d0f5c9446df543fa26b0b7e4afcfa,12.0,,,,,,,96.04634212554906
844863f6eac74b0f3074b2dae3276bfc,2.0,12.0,,,12.0,2500000.0,2602910.0,96.04634212554906
18c9369618aca0d33ccbac83572b33e7,,,600.0,,600.0,,,96.04634212554906
f590c69b4f726e744cbd6d88c8f881ee,42.0,,475.0,,475.0,1500000.0,1561746.0,96.04634212554906
e9c6a75300320ecf95d76a8628911750,4.0,7.0,33.0,555.0,595.0,151000.0,157216.0,96.04634212554906
fa6f4c052ed71f888fb0765e824842e2,1.0,,4000.0,,4000.0,,,96.04634212554906
b922576e6fe72b3de0a7935f65628cce,152.0,,,,,100000000.0,104116407.0,96.04634212554906
00fc984be9fe09eeface3c7cbcbdc6b1,5.0,,1500.0,,1500.0,1000000.0,1041164.0,96.04634212554906
46423fe95a76a1052ab70b59276bc9dc,2.0,,600.0,,600.0,375000.0,390437.0,96.04634212554906
5500ce9c807d81db8b93888eb222b96b,2.0,12.0,,,12.0,250000.0,260291.0,96.04634212554906
2ce8c35b879cc2d557ed2314b15d6373,3.0,37.0,,,37.0,345000.0,359202.0,96.04634212554906
c9b74fc1f7c713a2f24c22caa182968e,4.0,,,,,179000.0,186368.0,96.04634212554906
5b85f7f38b8b1c9600615c6527efe4c9,98.0,,,,,2700000.0,2811143.0,96.04634212554906
dce736ef7c17c704f93da26cbe0372a8,18.0,,717.0,,717.0,1000000.0,1041164.0,96.04634212554906
70fd2fd01fcbef7699567e97de77bf52,136.0,,,,,22000000.0,22905609.0,96.04634212554906
616071764371783e1d476d22929cf70c,11.0,49.0,,,49.0,770000.0,770000.0,100.0
0f11de0a2f335cfb081f64b8565e38e0,2.0,,,,,165000.0,165000.0,100.0
446c1c4e611d9cc4345a291f0208ccd4,10.0,25.0,,,25.0,385000.0,385000.0,100.0
77724f99162bddc5af04bc834eec7988,13.0,,,,,6000000.0,6000000.0,100.0
113afcd59803bbccaf9a5ff8452ed6d5,3.0,,551.0,,551.0,255000.0,255000.0,100.0
13c2ff9f471ec26419bea8becbdacd47,25.0,72.0,6000.0,939.0,7011.0,2900000.0,2900000.0,100.0
976dfbcb727a08b152ed094744e465e5,31.0,200.0,5544.0,735.0,6479.0,5500000.0,5500000.0,100.0
2c7991763ab95dd84d36210eec06a1e9,5.0,5.0,225.0,36.0,266.0,2900000.0,2900000.0,100.0
cb9eb3aa6446a9aa3a6634d6c710cdfe,,,2000.0,,2000.0,1100000.0,1100000.0,100.0
c2c574aa5bf5edbfff81f7e4fd3afe80,1.0,12.0,,,12.0,2950000.0,2950000.0,100.0
f63756d026e6b250edb90b881ba8cd55,,,,,,1300000.0,1300000.0,100.0
192765020da179eeb950ab8eb5e2d20c,2.0,,1000.0,,1000.0,,,100.0
a724792d9d83a25c7faa1dae066468f7,2.0,,30000.0,,30000.0,200000.0,200000.0,100.0
3220cd2abb508f6eca400b7318f6ecea,1.0,,,,,2200000.0,2200000.0,100.0
10af6f2d3469907c56f0a03dc54ceca9,5.0,135.0,60.0,,195.0,3800000.0,3800000.0,100.0
084ced863bb0c80b9c33cbfb1faa2e38,3.0,12.0,600.0,,612.0,4100000.0,4100000.0,100.0
4ceb6f007bb37112bd40af8e307d08e9,14.0,,,,,,,100.0
532247c67b4207f77e806f2869337939,8.0,100.0,,,100.0,5300000.0,5300000.0,100.0
c3bc11192c038fa1b57e11a51fc9ebff,10.0,,,,,2200000.0,2200000.0,100.0
e1d9605b73df52d019a0b06a5db581df,4.0,,450.0,,450.0,,,100.0
9b25771c28dd59f161dfc671603ff3d3,128.0,,7695.0,,7695.0,5500000.0,5500000.0,100.0
5ae61d7a33be34ca8a4c88723b9919da,2.0,1.0,720.0,81.0,802.0,,,100.0
a5c0cbb3b6927c1eb1a791df136d582c,5.0,,,,,3500000.0,3500000.0,100.0
57a5401cef8e9a5a19910f5b7641ef9a,,,,,,,,100.0
0dcbe732ac540388cd5cf957af743b15,2.0,,,,,1600000.0,1600000.0,100.0
862180e1258c91be842efad0a2d510f0,3.0,,126.0,,126.0,,,100.0
63a65b0dcca5ef87a46df95448d5ccd5,6.0,91.0,1950.0,,2041.0,100000.0,100000.0,100.0
7e275a737304906eac2669ed494eed92,7.0,12.0,57.0,,69.0,1300000.0,1300000.0,100.0
96aa5735fbf4a226d4a3a40259b21a94,247.0,,,,,14500000.0,14500000.0,100.0
fb9fa53a1087df41ec3ba19756bfa00e,5.0,11.0,,,11.0,2850000.0,,
0534ee321c14fdfe73c9b22718191506,61.0,,,,,3800000.0,,
fa5fd58e2595f2cf4dc66d4db0da7ede,9.0,,86.0,,86.0,1100000.0,,
300ff8d9970f11fe3f62a6c15e70ab19,1.0,,,,,1300000.0,,
ef710ae48d8091e8a42545c176dddb31,2.0,,300.0,39.0,339.0,700000.0,,
7d47cc1d04fef9200354f13153afac6c,3.0,70.0,,,70.0,5900000.0,,
38e3e52c9508bee2b253854fe16b38b7,5.0,,,,,2500000.0,,
12babdfa7820da13a5bf601b9bad3d4c,1.0,10.0,216.0,,226.0,2750000.0,,
378a982ca0b3169f7aa739f481fec21f,4.0,,558.0,597.0,1155.0,,,
d2da589bcc26bf445c38002f62c9510b,,,3500.0,,3500.0,,,
05acdf3b5cb5918136c2bf059663d869,5.0,,,,,4800000.0,,
c6ef4f62680f9da52ffc9f3ed7e927fb,5.0,35.0,,300.0,335.0,,,
0a6e1b2b208d1cf541debc8677ce4658,23.0,80.0,102.0,,182.0,2500000.0,,
e95010061042509eb85f206f738c7168,,,,,,1900000.0,,
a69294584778cfc2af081b9529afa12b,2.0,2.0,1500.0,,1502.0,1200000.0,,
d25f2ea5a3fe84d23d76a67a3f5dd640,1.0,,,,,,,
fc759201f69f5fdda292f31c9f82479c,45.0,,207.0,,207.0,6000000.0,,
4952fc712dedc4c3e9076b518b6a5a1d,,,,,,,,
b055f2a63283eb1cabb4ee6144ec4b71,1.0,,,,,1000000.0,,
c8fd0cd342ae327d7f1c4c409997b002,1.0,,,,,2950000.0,,
297e6ef57e21258c14063684d1ff8b4d,6.0,,,,,2250000.0,,
072441b48287a9b92d44031647f54d4a,,33.0,,99.0,132.0,,,
80234918f59f6380f3f88aa0eaa736e5,227.0,,,,,56000000.0,,
e93fa5d59a214bbde2de70b1e82901df,27.0,13.0,1000.0,,1013.0,38000000.0,,
6e26acc38a6baf7d2b9d070a28480ddf,2.0,38.0,300.0,,338.0,,,
4b2fb0aaabe0142bbc75a4177a6cb4c5,5.0,11.0,408.0,120.0,539.0,,,
a773856c77508c4e2f26f0ccf97b1268,,6.0,381.0,729.0,1116.0,100000.0,,
59c01404aca16dce496c70b73f650dd1,,,90.0,60.0,150.0,,,
