DisNo,ImpactID,Historic,Classification_Key,Disaster_Group,Disaster_Subgroup,Disaster_Type,Disaster_Subtype,Event_Name,OFDA_BHA_Response,Appeal,Declaration,Origin,Associated_Types,Magnitude,Magnitude_Scale,Start_Date,End_Date,duration
2000-0021-USA,5cdf3bcf14b636dcea834bde8a1d89fa,No,nat-met-sto-tor,Natural,Meteorological,Storm,Tornado,,No,No,No,,,,Kph,2000-01-02,2000-01-04,2
2000-0067-USA,5370ecca580bd7737acae78e8d820169,No,nat-met-sto-tor,Natural,Meteorological,Storm,Tornado,,No,No,No,,,249.0,Kph,2000-02-13,2000-02-14,1
2000-0080-USA,aee9ba2fd62e6a9ad6c976d5503c5011,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,No,No,No,Heavy rain,"Slide (land, mud, snow, rock)",55000.0,Km2,2000-02-18,2000-02-22,4
2000-0128-USA,141de4c78e696b24e06af81baf193ea5,No,nat-cli-wil-for,Natural,Climatological,Wildfire,Forest fire,,No,No,No,,,113.0,Km2,2000-02-26,2000-02-26,0
2000-0175-USA,28e519b25fa779a2c599392458dfb094,No,nat-met-sto-tor,Natural,Meteorological,Storm,Tornado,,No,No,No,,,,Kph,2000-03-28,2000-03-28,0
2000-0232-USA,37a607d222456968f0bf6d2a3bb2b47c,No,nat-hyd-flo-fla,Natural,Hydrological,Flood,Flash flood,,No,No,No,Brief torrential rain,,,Km2,2000-05-06,2000-05-09,3
2000-0271-USA,56664d2838451fe35810469aa14359a7,No,nat-hyd-flo-fla,Natural,Hydrological,Flood,Flash flood,,No,No,No,Brief torrential rain,,,Km2,2000-05-06,2000-05-09,3
2000-0279-USA,a40eb3c39cb1593c5b80913b5dab151e,No,nat-cli-wil-for,Natural,Climatological,Wildfire,Forest fire,,No,No,No,,,16.0,Km2,2000-05-14,2000-05-14,0
2000-0296-USA,9ee6b3ab4918c1cde53a407907a96345,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,No,No,No,,,,Km2,2000-05-19,2000-05-19,0
2000-0297-USA,a0c0197b167e4b78744a4acea0da2e7c,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,No,No,No,,,,Km2,2000-05-23,2000-05-23,0
2000-0338-USA,842b74e4c99dae679b2be0190143e5f8,No,nat-met-sto-tor,Natural,Meteorological,Storm,Tornado,,No,No,No,,,,Kph,2000-05-26,2000-05-26,0
2000-0360-USA,f0b66b60095d2de3ff2e42767f770397,No,nat-met-sto-sev,Natural,Meteorological,Storm,Severe weather,,No,No,No,,,,Kph,2000-05-23,2000-05-23,0
2000-0363-USA,4457e9cebfe65c450ebb1bdc823ddf23,No,nat-cli-wil-for,Natural,Climatological,Wildfire,Forest fire,,No,No,No,,,85.0,Km2,2000-06-12,2000-06-12,0
2000-0406-USA,ba414776194a5594cbfe0dfc31a24d19,No,nat-cli-wil-for,Natural,Climatological,Wildfire,Forest fire,,No,No,No,,,607.0,Km2,2000-06-27,2000-06-27,0
2000-0420-CAN,eb29f08135112418d0175280ae1e9cb2,No,nat-met-sto-tor,Natural,Meteorological,Storm,Tornado,,No,No,No,,,300.0,Kph,2000-07-14,2000-07-14,0
2000-0463-USA,a6f69db763c0932834083f5b96a6c30a,No,nat-met-sto-tor,Natural,Meteorological,Storm,Tornado,,No,No,No,,,,Kph,2000-07-25,2000-07-25,0
2000-0500-USA,2f0c9e34a82dba179c7670756ce274a1,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,No,No,No,Heavy rain,"Slide (land, mud, snow, rock)",,Km2,2000-08-12,2000-08-14,2
2000-0502-USA,a03fe066ee39153f16e3eabc6feefbea,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,No,No,No,,,,Km2,2000-07-30,2000-07-30,0
2000-0598-USA,23f2d7e66b695bb64efbc5deb44261ea,No,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,,No,No,No,,,4.9,Moment Magnitude,2000-09-03,2000-09-03,0
2000-0614-USA,156de1c3a4edcf5fd67a8f0eced9d3c5,No,nat-met-sto-tor,Natural,Meteorological,Storm,Tornado,,No,No,No,,,,Kph,2000-09-20,2000-09-20,0
2000-0652-USA,b9af99a2ac300885c5a06081f9fa953f,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,Leslie,No,No,No,,,,Kph,2000-10-04,2000-10-04,0
2000-0756-USA,e4cb4a17286ed6ca4962f087e0c50ec5,No,nat-met-sto-bli,Natural,Meteorological,Storm,Blizzard/Winter storm,,No,No,No,,,,Kph,2000-11-20,2000-11-20,0
2000-0838-USA,fee1fdbd02d5db12960efce4c627244b,No,nat-met-sto-bli,Natural,Meteorological,Storm,Blizzard/Winter storm,,No,No,No,,Transport accident,,Kph,2000-12-24,2000-12-24,0
2000-0865-USA,7772db3054359660cbc0fcfa032d1434,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,No,No,No,Heavy rains,,86.0,Km2,2000-11-02,2000-11-02,0
2000-0919-USA,06d8b2e60dc17538492e26853f317e0d,No,nat-met-sto-sto,Natural,Meteorological,Storm,Storm (General),,No,No,No,,Cold wave,,Kph,2000-01-22,2000-01-25,3
2000-0937-USA,89b7ae3bbdc3119005b0670e66cd779f,No,nat-met-sto-sto,Natural,Meteorological,Storm,Storm (General),,No,No,No,,,,Kph,2000-12-16,2000-12-17,1
2001-0052-CAN,f4dd3cb711526c7cb4470fa8b1fdd2f9,No,nat-met-sto-sto,Natural,Meteorological,Storm,Storm (General),,No,No,No,,,120.0,Kph,2001-02-10,2001-02-10,0
2001-0099-USA,121ee3de0fc3d8ca66fb93988bfb3fb8,No,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,,No,No,No,,,6.8,Moment Magnitude,2001-02-28,2001-02-28,0
2001-0102-USA,8a08208b3e8bb01fde8975a733c8e3bb,No,nat-met-sto-tor,Natural,Meteorological,Storm,Tornado,,No,No,No,,,,Kph,2001-02-24,2001-02-24,0
2001-0106-USA,334ca07e3b5a4ed23f8de7b5af60d21f,No,nat-met-sto-bli,Natural,Meteorological,Storm,Blizzard/Winter storm,,No,No,No,,Transport accident,,Kph,2001-02-22,2001-02-22,0
2001-0145-USA,e09edf3008823d00ae674a2b7989ca7c,No,nat-met-sto-tor,Natural,Meteorological,Storm,Tornado,,No,No,No,,Hail,,Kph,2001-04-10,2001-04-11,1
2001-0194-USA,4b82b467ccc0cd858d42931e57eeeb0c,No,nat-met-sto-tor,Natural,Meteorological,Storm,Tornado,,No,No,No,,,,Kph,2001-03-29,2001-03-29,0
2001-0242-USA,72ffb616368e11dc8458ca747df77431,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,Allison,No,No,Yes,,Flood,,Kph,2001-06-05,2001-06-17,12
2001-0262-USA,1be48f8fe68f50d1e2a19f45c282efbf,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,No,No,No,Ice jam/break,,24.0,Km2,2001-02-27,2001-03-01,2
2001-0266-USA,1d834c835d9c01a6f04282fdf7ccc8fd,No,nat-met-sto-sto,Natural,Meteorological,Storm,Storm (General),,No,No,No,,Flood|Snow/ice,,Kph,2001-03-20,2001-03-20,0
2001-0268-USA,eec338274210e6aed14e42ebb067c249,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,No,No,No,Snowmelt,,63380.0,Km2,2001-04-15,2001-05-15,30
2001-0270-USA,ebe3655caf5fd552e82497c9df70b2e4,No,nat-met-sto-tor,Natural,Meteorological,Storm,Tornado,,No,No,No,,,,Kph,2001-04-21,2001-04-21,0
2001-0340-CAN,1fffb45b57cc327b48059b9c73b4b2a5,No,nat-cli-wil-for,Natural,Climatological,Wildfire,Forest fire,,No,No,No,,,,Km2,2001-05-28,2001-05-28,0
2001-0351-USA,6e6dc9d81f6f18a6e9a8f58c778344bc,No,nat-met-sto-tor,Natural,Meteorological,Storm,Tornado,,No,No,No,,,,Kph,2001-06-14,2001-06-14,0
2001-0460-USA,007f2c6898cdedc5a323aebf75122289,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,No,No,No,Heavy rain,"Slide (land, mud, snow, rock)",8530.0,Km2,2001-07-08,2001-07-09,1
2001-0473-USA,ab645cbf565a8210f06a5bddde3d98df,No,nat-met-sto-tor,Natural,Meteorological,Storm,Tornado,,No,No,No,,,,Kph,2001-06-18,2001-06-18,0
2001-0474-USA,44b49f687f0eb0c2f0fa1b540f5eeb09,No,nat-met-sto-tor,Natural,Meteorological,Storm,Tornado,,No,No,No,,,,Kph,2001-06-13,2001-06-13,0
2001-0477-USA,19e53d1ecc794000de2b87d00b44a18e,No,nat-met-sto-sto,Natural,Meteorological,Storm,Storm (General),,No,No,No,,Hail,,Kph,2001-06-21,2001-06-21,0
2001-0564-USA,449dcbdfbddd0b81373417b23408b905,No,nat-met-sto-tor,Natural,Meteorological,Storm,Tornado,,No,No,No,,,,Kph,2001-10-10,2001-10-10,0
2001-0566-USA,3c8442836d68e40dfb277fbc5dcc8d90,No,nat-met-sto-tor,Natural,Meteorological,Storm,Tornado,,No,No,No,,,,Kph,2001-09-24,2001-09-24,0
2001-0601-USA,3de3f33fd441cd289658cc01ddfec078,No,nat-met-sto-tor,Natural,Meteorological,Storm,Tornado,,No,No,No,,,,Kph,2001-10-11,2001-10-11,0
2001-0602-USA,636bfab3c256edbbcba020df25afb7ba,No,nat-met-sto-tor,Natural,Meteorological,Storm,Tornado,,No,No,No,,,,Kph,2001-10-12,2001-10-12,0
2001-0722-USA,9926e217d87dc180a1fbe9f9cd3eb95f,No,nat-cli-wil-for,Natural,Climatological,Wildfire,Forest fire,,No,No,No,,,283.0,Km2,2001-10-30,2001-10-30,0
2001-0724-USA,240482092817af7a231994486853b71c,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,No,No,No,Heavy rain,,7730.0,Km2,2001-11-15,2001-11-19,4
2001-0773-USA,58f4a5a0b3c51cb6d9e564c934c22d92,No,nat-met-sto-tor,Natural,Meteorological,Storm,Tornado,,No,No,No,,,,Kph,2001-08-17,2001-08-17,0
2002-0092-USA,fca0df58f1a9538ae9e4e9a8d6d3113a,No,nat-cli-wil-for,Natural,Climatological,Wildfire,Forest fire,,No,No,No,,,23.0,Km2,2002-02-10,2002-02-10,0
2002-0119-USA,70261210f1583efd0efaa11510ba89c8,No,nat-met-sto-sto,Natural,Meteorological,Storm,Storm (General),,No,No,No,,,,Kph,2002-01-30,2002-02-08,9
2002-0165-USA,e25e4cb257bfda9f05616f111ae3d1e0,No,nat-met-sto-sto,Natural,Meteorological,Storm,Storm (General),,No,No,No,,"Flood|Slide (land, mud, snow, rock)",,Kph,2002-03-19,2002-03-19,0
2002-0183-USA,a8993afce32619df55191529c462e0de,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,No,No,No,Heavy rain,,35390.0,Km2,2002-03-17,2002-03-24,7
2002-0266-USA,23786567fe464aaecdc7934cc001ca31,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,No,No,No,Heavy rain,,,Km2,2002-05-02,2002-05-08,6
2002-0283-USA,e0964363ccf47fa648664b654c1454b0,No,nat-met-sto-tor,Natural,Meteorological,Storm,Tornado,,No,No,No,,,,Kph,2002-05-05,2002-05-05,0
2002-0287-USA,e8df16d9d9feab6d75648d1abdb4e171,No,nat-met-sto-tor,Natural,Meteorological,Storm,Tornado,,No,No,No,,,,Kph,2002-04-21,2002-04-21,0
2002-0310-USA,98f7a020dabac8d34e776c6ac50f21cc,No,nat-met-sto-tor,Natural,Meteorological,Storm,Tornado,,No,No,Yes,,,290.0,Kph,2002-04-27,2002-05-03,6
2002-0351-USA,923aca58ae7f656d80f961f19aebfe4a,No,nat-cli-wil-for,Natural,Climatological,Wildfire,Forest fire,,No,No,No,,,770.0,Km2,2002-06-08,2002-06-08,0
2002-0379-USA,3dfc10fc87be3d6526fb8a6e1d8eeb18,No,nat-cli-wil-for,Natural,Climatological,Wildfire,Forest fire,,No,No,No,,,1320.0,Km2,2002-06-20,2002-06-20,0
2002-0404-CAN,39c5fbfe9086151a55abda9e0c23a168,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,No,No,No,Heavy rain,,5530.0,Km2,2002-06-09,2002-06-12,3
2002-0411-USA,ae72f74a3ac693a029b73d8fec716f16,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,No,No,No,Heavy rain,,108300.0,Km2,2002-06-30,2002-07-23,23
2002-0502-USA,8fb09b06844dac8e1f94c328dedb89e6,No,nat-bio-epi-vir,Natural,Biological,Epidemic,Viral disease,West Nile Fever,No,No,No,,,,Vaccinated,2002-07-09,2002-11-26,140
2002-0569-USA,08512b4aa4cddb721afaa9b4b9ce1e1d,No,nat-met-sto-tor,Natural,Meteorological,Storm,Tornado,,No,No,No,,,,Kph,2002-09-05,2002-09-05,0
2002-0600-USA,d591347d9b4fccb322848fb1d98fc40b,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,No,No,No,Heavy rain,,5460.0,Km2,2002-09-21,2002-09-24,3
2002-0618-USA,9973efd85faa20731e9b24d4e916f7e1,No,nat-cli-wil-for,Natural,Climatological,Wildfire,Forest fire,,No,No,No,,,93.0,Km2,2002-09-22,2002-09-22,0
2002-0652-USA,0c0801708a595d021c0b75624ec52389,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,Isidore,No,No,No,,,105.0,Kph,2002-09-26,2002-09-27,1
2002-0667-USA,5462a31c348a921e06f1584d81c1a509,No,nat-bio-epi-dis,Natural,Biological,Epidemic,Infectious disease (General),,No,No,No,,,,Vaccinated,2002-10-16,2002-10-16,0
2002-0700-USA,82b3b236b1538d588100b7ea30533261,No,nat-met-sto-tor,Natural,Meteorological,Storm,Tornado,,No,No,No,,,200.0,Kph,2002-11-05,2002-11-10,5
2002-0724-USA,1843a7e746bb7099166c93d459fe106e,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,Lili,No,No,No,,Flood,,Kph,2002-10-03,2002-10-03,0
2002-0751-USA,e4c7adf4666576c95be0b4601b8bdad7,No,nat-met-sto-bli,Natural,Meteorological,Storm,Blizzard/Winter storm,,No,No,No,,,,Kph,2002-12-04,2002-12-05,1
2002-0793-USA,987591094f8e76b20d562c7c9863b343,No,nat-met-sto-sto,Natural,Meteorological,Storm,Storm (General),,No,No,No,,,,Kph,2002-12-19,2002-12-19,0
2002-0802-USA,6ea78b84e68d5db245c69837118d8228,No,nat-met-sto-bli,Natural,Meteorological,Storm,Blizzard/Winter storm,,No,No,No,,,,Kph,2002-12-23,2002-12-23,0
2002-0880-USA,a0030c42a6dcaeaed6f637d6f2c1254f,No,nat-met-sto-sto,Natural,Meteorological,Storm,Storm (General),,No,No,No,,,,Kph,2002-05-30,2002-06-01,2
2003-0085-USA,c99c84f7ab42d91883d34b0648380718,No,nat-met-sto-bli,Natural,Meteorological,Storm,Blizzard/Winter storm,,No,No,Yes,,,,Kph,2003-02-14,2003-02-18,4
2003-0087-CAN,0a10c3152fd7133547659a255fd36825,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,No,No,Yes,Ice jams,,1000.0,Km2,2003-02-15,2003-02-21,6
2003-0139-USA,141d9a9af260d0e79eb0520ba8aa651f,No,nat-met-sto-tor,Natural,Meteorological,Storm,Tornado,,No,No,No,,Flood|Hail,,Kph,2003-03-18,2003-03-20,2
2003-0147-USA,3caa8683f3aae2c649ff78ffba232c33,No,nat-met-sto-bli,Natural,Meteorological,Storm,Blizzard/Winter storm,,No,No,No,,Transport accident,,Kph,2003-03-20,2003-03-20,0
2003-0210-USA,bdeba8df0028a59609c6ef39f289bf3e,No,nat-met-sto-tor,Natural,Meteorological,Storm,Tornado,,No,No,Yes,,,,Kph,2003-05-04,2003-05-10,6
2003-0231-CAN,df3d8cc6ed041545a8814e5eb8d8c2fa,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,No,No,No,"Heavy rains, snow melt",,13530.0,Km2,2003-03-31,2003-04-03,3
2003-0299-USA,ba3c1396a3471c675ee2af133ce2c74a,No,nat-cli-wil-for,Natural,Climatological,Wildfire,Forest fire,,No,No,No,,,16.0,Km2,2003-06-17,2003-06-20,3
2003-0334-USA,533c16c8e8ed5623b7ae9796aa9116b2,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,No,No,No,Heavy rains,Rain,150500.0,Km2,2003-07-05,2003-07-21,16
2003-0369-CAN,4fe2b7040aa428f40a556c080e0eb3ef,No,nat-cli-wil-for,Natural,Climatological,Wildfire,Forest fire,,No,No,No,,,2500.0,Km2,2003-08-01,2003-09-14,44
2003-0413-USA,b2273788f3e89a0963d4da38b2b97b60,No,nat-met-sto-tor,Natural,Meteorological,Storm,Tornado,,No,No,No,,,,Kph,2003-08-08,2003-08-08,0
2003-0417-CAN,9c22ee5fa4a62d7a273aed0738bd80da,No,nat-hyd-flo-fla,Natural,Hydrological,Flood,Flash flood,,No,No,No,Brief torrential rain,,1990.0,Km2,2003-08-04,2003-08-05,1
2003-0448-BMU,aa5cfe43423d2d02d84db4d4e2bf8929,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,Fabian,No,No,No,,Rain,240.0,Kph,2003-09-05,2003-09-06,1
2003-0468-CAN,7bf4903f62391239f486f3b57c5f4c47,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,Isabel,No,No,No,,,,Kph,2003-09-18,2003-09-18,0
2003-0468-USA,57aa7fdca9d0639ee38c4f756a99c1c1,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,Isabel,No,No,Yes,,Flood,170.0,Kph,2003-09-18,2003-09-22,4
2003-0487-CAN,61e561e71a36bf45f43c5bfe40b9b9f5,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,Juan,No,No,Yes,,Flood,143.0,Kph,2003-09-28,2003-09-29,1
2003-0511-CAN,00733c044008147bae3d7cf50330a416,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,No,No,Yes,Heavy rains,,,Km2,2003-10-17,2003-10-26,9
2003-0511-USA,41d6a6a0049ca68a156a808f666b1e68,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,No,No,No,Heavy rains,,,Km2,2003-10-17,2003-10-26,9
2003-0518-USA,458c005c6b1ed49e2de74ea9755c5028,No,nat-cli-wil-for,Natural,Climatological,Wildfire,Forest fire,,No,No,Yes,,,1133.0,Km2,2003-10-25,2003-11-04,10
2003-0595-USA,b8e8e837477d429b13040acb8ef372eb,No,nat-met-sto-sto,Natural,Meteorological,Storm,Storm (General),,No,No,No,,"Flood|Slide (land, mud, snow, rock)",,Kph,2003-11-20,2003-11-20,0
2003-0618-USA,f76abf3c02043c890d3c823c10674780,No,nat-met-sto-bli,Natural,Meteorological,Storm,Blizzard/Winter storm,,No,No,No,,Transport accident,,Kph,2003-12-06,2003-12-07,1
2003-0623-USA,53d0890532e662c689f78242e2bb7e14,No,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,,No,No,Yes,,,6.5,Moment Magnitude,2003-12-22,2003-12-22,0
2003-0633-USA,15e2dfc57f57a4206f95e1c003cf91d3,No,nat-hyd-mmw-mud,Natural,Hydrological,Mass movement (wet),Mudslide,,No,No,No,Heavy rains,,,,2003-12-25,2003-12-26,1
2003-0663-USA,fb069eb74e40db79e3379523a0adb699,No,nat-hyd-flo-fla,Natural,Hydrological,Flood,Flash flood,,No,No,Yes,Brief torrential rain,,250.0,Km2,2003-11-12,2003-11-13,1
2003-0741-USA,bd62bf7099a7ea1e69dc25d4f5f93354,No,nat-met-sto-sto,Natural,Meteorological,Storm,Storm (General),,No,No,No,Rain and snow,Flood,,Kph,2003-02-15,2003-02-23,8
2003-0756-USA,6473e700110abe2e2f83c2949fbf20c1,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,No,No,No,Heavy rains,,272100.0,Km2,2003-05-06,2003-05-14,8
2003-0780-USA,7988a7098c93878ed679298f17be0d9d,No,nat-met-sto-tor,Natural,Meteorological,Storm,Tornado,,No,No,No,,,,Kph,2003-05-30,2003-05-30,0
2003-0782-USA,a87a33eba417f9280dc89439e260a53b,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,Bill,No,No,Yes,,Flood,95.0,Kph,2003-06-30,2003-06-30,0
2003-0786-USA,972a9b86df0bcbda6390f1698aca0950,No,nat-cli-wil-for,Natural,Climatological,Wildfire,Forest fire,,No,No,No,,,607.0,Km2,2003-10-21,2003-11-04,14
2003-0827-USA,6002cd78e4ac894084a8137f1e36c1f3,No,nat-met-sto-sto,Natural,Meteorological,Storm,Storm (General),,No,No,Yes,,,,Kph,2003-12-15,2003-12-16,1
2003-0829-USA,2422180166a24b685c0ca686d95f6f12,No,nat-met-sto-sto,Natural,Meteorological,Storm,Storm (General),,No,No,No,,Hail|Snow/ice,,Kph,2003-04-04,2003-04-08,4
2003-0830-USA,246a7072626a000cb96bed1dabef3aea,No,nat-met-sto-bli,Natural,Meteorological,Storm,Blizzard/Winter storm,,No,No,No,,Transport accident,,Kph,2003-02-26,2003-02-26,0
2004-0031-USA,cbca3133bb9d905b12f16d9e3bbd03bd,No,nat-met-sto-bli,Natural,Meteorological,Storm,Blizzard/Winter storm,,No,No,Yes,,Cold wave|Transport accident,,Kph,2004-01-15,2004-01-29,14
2004-0074-CAN,d7de18a76b911bb69f08d52607dfb075,No,nat-met-sto-bli,Natural,Meteorological,Storm,Blizzard/Winter storm,,No,No,Yes,,,120.0,Kph,2004-02-19,2004-02-19,0
2004-0121-USA,c7a249e72c01bcb58190a1d74dfa9323,No,nat-met-sto-tor,Natural,Meteorological,Storm,Tornado,,No,No,No,,Flood|Transport accident,,Kph,2004-03-04,2004-03-07,3
2004-0146-CAN,bad8357958ef95a3e92c4736fa46a5e1,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,No,No,No,Rain and snowmelt,,,Km2,2004-03-28,2004-04-11,14
2004-0146-USA,53d136a92dc7930fcf07c0122bbe5bd8,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,No,No,Yes,"Melting sow, heavy rain",,,Km2,2004-03-28,2004-04-11,14
2004-0196-USA,fb4ab09c191d836029ba14e1a974a996,No,nat-cli-wil-for,Natural,Climatological,Wildfire,Forest fire,,No,No,No,,Heat wave,66.0,Km2,2004-05-02,2004-05-04,2
2004-0245-USA,53e8f9a69406fc49018e057189c2c0ac,No,nat-met-sto-hai,Natural,Meteorological,Storm,Hail,,No,No,No,,Flood|Hail,,Kph,2004-05-21,2004-05-27,6
2004-0248-USA,2128d6d8b596c59cb279e4146a045504,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,No,No,No,,,,Km2,2004-05-28,2004-05-28,0
2004-0249-USA,7262561d132bd40f5487bff673aef7af,No,nat-met-sto-lig,Natural,Meteorological,Storm,Lightning/Thunderstorms,,No,No,Yes,,Flood|Hail,,Kph,2004-05-29,2004-06-02,4
2004-0338-USA,8eb02a5b2d1c1e0af7be18169514a99c,No,nat-met-sto-lig,Natural,Meteorological,Storm,Lightning/Thunderstorms,,No,No,No,,Flood,,Kph,2004-06-28,2004-06-28,0
2004-0346-CAN,f83339bba39a51472409921bbde2c131,No,nat-hyd-flo-fla,Natural,Hydrological,Flood,Flash flood,,No,No,Yes,,Rain,,Km2,2004-07-13,2004-07-16,3
2004-0348-USA,b4a5a49f4fa1c93ca88e854aca027499,No,nat-cli-wil-for,Natural,Climatological,Wildfire,Forest fire,,No,No,No,,Heat wave|Storm,68.0,Km2,2004-07-12,2004-07-16,4
2004-0415-USA,7778c1f576a51eca021084e8ab7a89b4,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,Charley,No,No,Yes,,Transport accident,230.0,Kph,2004-08-13,2004-08-13,0
2004-0446-USA,af60fc622348345d51439f429d999096,No,nat-cli-wil-for,Natural,Climatological,Wildfire,Forest fire,,No,No,No,,,4046.0,Km2,2004-08-13,2004-08-14,1
2004-0448-USA,a470d847828f436a339b2937c083564d,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,Gaston,No,No,Yes,,Flood,,Kph,2004-08-29,2004-08-30,1
2004-0455-USA,2764ce718cb40a21b0437b221b09cdaf,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,Frances,No,No,Yes,,Rain,,Kph,2004-09-05,2004-09-05,0
2004-0462-USA,5e4bfc3f61be88ef19251d27e0d76180,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,Ivan,No,No,Yes,,"Flood|Slide (land, mud, snow, rock)",,Kph,2004-09-15,2004-09-16,1
2004-0473-USA,cfb3095aabecd8576f30fb845fc3222f,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,Jeanne,No,No,Yes,,,,Kph,2004-09-25,2004-09-26,1
2004-0502-USA,c585a29a866ea732857c122a82eb48c6,No,nat-met-sto-tor,Natural,Meteorological,Storm,Tornado,,No,No,No,,,,Kph,2004-09-08,2004-09-08,0
2004-0572-USA,cc3df082ef5206af44c004ff8a9e339b,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,No,No,Yes,Heavy rains,,,Km2,2004-10-30,2004-10-30,0
2004-0675-USA,4b88cc98ae82518230f91d85be2f1c7f,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,No,No,No,,,,Km2,2004-07-12,2004-07-14,2
2004-0731-USA,59ea825a1194707a70e7407face6172f,No,nat-met-sto-hai,Natural,Meteorological,Storm,Hail,,No,No,No,,Hail,,Kph,2004-03-20,2004-03-21,1
2004-0740-USA,0eabc29261e5fdf2049682d9efbd41e3,No,nat-met-ext-col,Natural,Meteorological,Extreme temperature,Cold wave,,No,No,No,,,,°C,2004-01-09,2004-01-12,3
2005-0015-USA,691d1cd24ee466ba125b3edd587fc4f8,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,No,No,Yes,"Heavy rain, heavy snow","Slide (land, mud, snow, rock)",560.0,Km2,2005-01-07,2005-01-11,4
2005-0029-USA,dcb0a6fc21c0ab1f162e751e291f72f5,No,nat-met-sto-bli,Natural,Meteorological,Storm,Blizzard/Winter storm,,No,No,No,,Cold wave,,Kph,2005-01-22,2005-01-24,2
2005-0103-USA,fc0edaaa7b18ad7adb2dd085267248f5,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,No,No,No,Heavy rains,"Rain|Slide (land, mud, snow, rock)",,Km2,2005-02-17,2005-02-23,6
2005-0203-USA,0236c7553030484c52b27000aae2c375,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,No,No,Yes,"Heavy rains, snowmelt",,130500.0,Km2,2005-04-01,2005-04-06,5
2005-0219-USA,8e5af6e9db32f012fabf521daf49b037,No,nat-met-sto-lig,Natural,Meteorological,Storm,Lightning/Thunderstorms,,No,No,Yes,,Flood,,Kph,2005-04-06,2005-04-08,2
2005-0286-USA,15a0e5299c44a440c32638c9a167fcbc,No,nat-hyd-flo-fla,Natural,Hydrological,Flood,Flash flood,,No,No,Yes,,Rain,,Km2,2005-05-06,2005-05-08,2
2005-0351-USA,0a7364897d5af528b503a365740bb993,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,"Hurricane ""Dennis""",No,No,Yes,,,,Kph,2005-07-10,2005-07-10,0
